s	Lv	Rv	Ld	Rd
8673	0.00167999994754791	0.00198000001907349	-1.59999996423721E-4	-7.5E-4
8673.25	0.00173000001907349	0.00195000004768372	-1.50000005960464E-4	-6.80000007152557E-4
8673.5	0.00175	0.00195000004768372	-2.30000004172325E-4	-6.49999976158142E-4
8673.75	0.00174000000953674	0.00197000002861023	-4.90000009536743E-4	-7.69999980926514E-4
8674	0.00163999998569489	0.00187999999523163	-8.19999992847443E-4	-8.79999995231628E-4
8674.25	0.00157000005245209	0.00177999997138977	-0.00105999994277954	-9.80000019073486E-4
8674.5	0.00150999999046326	0.00162999999523163	-0.00122000002861023	-9.70000028610229E-4
8674.75	0.0015	0.00151999998092651	-0.00136000001430511	-0.00102999997138977
8675	0.00152999997138977	0.00152999997138977	-0.00149000000953674	-0.00113999998569489
8675.25	0.00154999995231628	0.00145000004768372	-0.00166999995708466	-0.00122000002861023
8675.5	0.00160000002384186	0.00147000002861023	-0.00180999994277954	-0.00129999995231628
8675.75	0.00160000002384186	0.00146000003814697	-0.00198000001907349	-0.00137000000476837
8676	0.00164999997615814	0.00150999999046326	-0.00199000000953674	-0.00137000000476837
8676.25	0.00169000005722046	0.00161000001430511	-0.00197000002861023	-0.00137000000476837
8676.5	0.00173000001907349	0.00174000000953674	-0.00195000004768372	-0.00133000004291534
8676.75	0.00175999999046326	0.00196000003814697	-0.00187000000476837	-0.00139999997615814
8677	0.00180999994277954	0.00214000010490417	-0.00177999997138977	-0.00132000005245209
8677.25	0.00187999999523163	0.00233999991416931	-0.00152999997138977	-0.00128999996185303
8677.5	0.00188999998569489	0.0025	-0.00125	-0.00112999999523163
8677.75	0.00187999999523163	0.00265000009536743	-8.99999976158142E-4	-0.00107000005245209
8678	0.0018400000333786	0.00271000003814697	-6.00000023841858E-4	-9.39999997615814E-4
8678.25	0.00180999994277954	0.00275999999046326	-3.70000004768372E-4	-8.70000004768372E-4
8678.5	0.00177999997138977	0.0028199999332428	-2.00000002980232E-4	-8.00000011920929E-4
8678.75	0.00173000001907349	0.00279999995231628	-1.40000000596046E-4	-7.40000009536743E-4
8679	0.0016599999666214	0.00275	-1.70000001788139E-4	-7.5E-4
8679.25	0.0015900000333786	0.00267000007629395	-3.19999992847443E-4	-8.10000002384186E-4
8679.5	0.00148000001907349	0.00257999992370605	-3.89999985694885E-4	-8.79999995231628E-4
8679.75	0.00147000002861023	0.00254999995231628	-3.60000014305115E-4	-9.10000026226044E-4
8680	0.00150999999046326	0.00248000001907349	-3.30000013113022E-4	-8.70000004768372E-4
8680.25	0.00160000002384186	0.00253999996185303	-3.60000014305115E-4	-9.20000016689301E-4
8680.5	0.00171000003814697	0.00249000000953674	-5.09999990463257E-4	-9.70000028610229E-4
8680.75	0.00176999998092651	0.0023199999332428	-6.99999988079071E-4	-0.00110000002384186
8681	0.00178999996185303	0.00205999994277954	-9.20000016689301E-4	-0.00121000003814697
8681.25	0.00167999994754791	0.00177999997138977	-0.0010900000333786	-0.00133000004291534
8681.5	0.0015900000333786	0.00157000005245209	-0.00124000000953674	-0.00138999998569489
8681.75	0.00137000000476837	0.00136000001430511	-0.00157000005245209	-0.00147000002861023
8682	0.00116999995708466	0.00125	-0.002	-0.0015900000333786
8682.25	9.30000007152557E-4	0.00117999994754791	-0.00240000009536743	-0.00171000003814697
8682.5	7.40000009536743E-4	0.0011599999666214	-0.00265000009536743	-0.00170000004768372
8682.75	6.39999985694885E-4	0.00114999997615814	-0.00270000004768372	-0.00164999997615814
8683	5.19999980926514E-4	0.00121000003814697	-0.00265000009536743	-0.00151999998092651
8683.25	5.29999971389771E-4	0.00128999996185303	-0.00248000001907349	-0.00142999994754791
8683.5	4.79999989271164E-4	0.00136000001430511	-0.00227999997138977	-0.00133000004291534
8683.75	4.69999998807907E-4	0.00139999997615814	-0.00201999998092651	-0.00123000001907349
8684	4.19999986886978E-4	0.00142999994754791	-0.00169000005722046	-0.00112000000476837
8684.25	4.00000005960464E-4	0.0014099999666214	-0.00130999994277954	-0.00100999999046326
8684.5	4.00000005960464E-4	0.00142999994754791	-9.80000019073486E-4	-9.30000007152557E-4
8684.75	3.40000003576279E-4	0.00139999997615814	-7.20000028610229E-4	-8.00000011920929E-4
8685	3.49999994039536E-4	0.00142999994754791	-4.00000005960464E-4	-7.40000009536743E-4
8685.25	3.60000014305115E-4	0.0015	-7.99999982118607E-5	-5.69999992847443E-4
8685.5	4.69999998807907E-4	0.00155999994277954	2.30000004172325E-4	-4.79999989271164E-4
8685.75	5.69999992847443E-4	0.00167999994754791	5E-4	-3.10000002384186E-4
8686	6.60000026226044E-4	0.00163999998569489	7.40000009536743E-4	-2.39999994635582E-4
8686.25	7.30000019073486E-4	0.00160000002384186	9.59999978542328E-4	-1.09999999403954E-4
8686.5	7.30000019073486E-4	0.00141999995708466	0.00113999998569489	5.99999986588955E-5
8686.75	7.09999978542328E-4	0.00125999999046326	0.00139999997615814	2.8999999165535E-4
8687	6.70000016689301E-4	0.00110000002384186	0.0015900000333786	4.49999988079071E-4
8687.25	6.20000004768372E-4	9.59999978542328E-4	0.00164999997615814	4.19999986886978E-4
8687.5	6.39999985694885E-4	9.30000007152557E-4	0.00163999998569489	3.89999985694885E-4
8687.75	6.60000026226044E-4	8.70000004768372E-4	0.00164999997615814	4.6000000834465E-4
8688	7.79999971389771E-4	9.30000007152557E-4	0.00175999999046326	6.49999976158142E-4
8688.25	8.70000004768372E-4	9.49999988079071E-4	0.0019099999666214	8.50000023841858E-4
8688.5	0.00104999995231628	0.00108000004291534	0.00210999989509583	0.001
8688.75	0.00120000004768372	0.00112000000476837	0.00228999996185303	0.00100999999046326
8689	0.00132000005245209	0.00114999997615814	0.00235999989509583	0.00102999997138977
8689.25	0.0014099999666214	0.00117999994754791	0.00247000002861023	0.00107000005245209
8689.5	0.00142999994754791	0.0011599999666214	0.00255999994277954	0.00123000001907349
8689.75	0.00149000000953674	0.00114999997615814	0.00259999990463257	0.0013400000333786
8690	0.00147000002861023	0.00111000001430511	0.0024300000667572	0.00137000000476837
8690.25	0.00142999994754791	0.00105999994277954	0.00224000000953674	0.00133000004291534
8690.5	0.00142999994754791	0.00103999996185303	0.00204999995231628	0.00122000002861023
8690.75	0.00144000005722046	0.00101999998092651	0.00185000002384186	0.00124000000953674
8691	0.00147000002861023	0.00112000000476837	0.0016599999666214	0.00117999994754791
8691.25	0.00147000002861023	0.00119000005722046	0.00146000003814697	0.00119000005722046
8691.5	0.00145000004768372	0.00119000005722046	0.00127999997138977	0.0010900000333786
8691.75	0.00144000005722046	0.00119000005722046	0.0010900000333786	9.70000028610229E-4
8692	0.0014099999666214	0.00119000005722046	0.001	9.59999978542328E-4
8692.25	0.00137999999523163	0.00122000002861023	0.00104999995231628	9.59999978542328E-4
8692.5	0.00128999996185303	0.00122000002861023	0.00102999997138977	9.90000009536743E-4
8692.75	0.00119000005722046	0.00127999997138977	9.39999997615814E-4	9.20000016689301E-4
8693	0.00107000005245209	0.00136000001430511	7.79999971389771E-4	8.39999973773956E-4
8693.25	9.10000026226044E-4	0.00141999995708466	6.00000023841858E-4	7.79999971389771E-4
8693.5	8.00000011920929E-4	0.00144000005722046	4.69999998807907E-4	7.30000019073486E-4
8693.75	6.29999995231628E-4	0.00142999994754791	3.89999985694885E-4	7.69999980926514E-4
8694	5.29999971389771E-4	0.00139999997615814	2.80000001192093E-4	7.79999971389771E-4
8694.25	3.89999985694885E-4	0.00125999999046326	1.50000005960464E-4	8.29999983310699E-4
8694.5	2.8999999165535E-4	0.00112000000476837	0	7.40000009536743E-4
8694.75	1.59999996423721E-4	9.59999978542328E-4	-1.40000000596046E-4	6.89999997615814E-4
8695	1.99999995529652E-5	7.59999990463257E-4	-2.5E-4	6.60000026226044E-4
8695.25	-1.29999995231628E-4	5.69999992847443E-4	-3.49999994039536E-4	5.69999992847443E-4
8695.5	-3.19999992847443E-4	3.60000014305115E-4	-4.09999996423721E-4	5.09999990463257E-4
8695.75	-4.30000007152557E-4	1.59999996423721E-4	-3.89999985694885E-4	3.89999985694885E-4
8696	-4.90000009536743E-4	1.99999995529652E-5	-3.89999985694885E-4	4.19999986886978E-4
8696.25	-4.49999988079071E-4	-1.00000001490116E-4	-4.00000005960464E-4	5E-4
8696.5	-3.40000003576279E-4	-7.99999982118607E-5	-4.09999996423721E-4	6.10000014305115E-4
8696.75	-2.19999998807907E-4	-1.59999996423721E-4	-4.00000005960464E-4	7.09999978542328E-4
8697	-9.00000035762787E-5	-2.30000004172325E-4	-2.59999990463257E-4	6.70000016689301E-4
8697.25	-9.9999997764826E-6	-3.79999995231628E-4	-1.19999997317791E-4	6.39999985694885E-4
8697.5	9.00000035762787E-5	-4.69999998807907E-4	1.80000007152557E-4	6.49999976158142E-4
8697.75	2.00000002980232E-4	-5E-4	4.90000009536743E-4	6.60000026226044E-4
8698	2.8999999165535E-4	-4.90000009536743E-4	7.30000019073486E-4	6.49999976158142E-4
8698.25	3.70000004768372E-4	-3.79999995231628E-4	8.19999992847443E-4	5.60000002384186E-4
8698.5	4.19999986886978E-4	-3.40000003576279E-4	8.99999976158142E-4	5.60000002384186E-4
8698.75	5E-4	-2.39999994635582E-4	0.0010900000333786	5.89999973773956E-4
8699	5.60000002384186E-4	-3.00000011920929E-4	0.00129999995231628	7.79999971389771E-4
8699.25	6.00000023841858E-4	-3.30000013113022E-4	0.00155999994277954	8.70000004768372E-4
8699.5	6.60000026226044E-4	-5E-4	0.00170000004768372	9.90000009536743E-4
8699.75	6.10000014305115E-4	-7.40000009536743E-4	0.00171000003814697	0.00105999994277954
8700	5.69999992847443E-4	-9.59999978542328E-4	0.00167999994754791	0.00117999994754791
8700.25	4.30000007152557E-4	-0.00121000003814697	0.00166999995708466	0.0013400000333786
8700.5	3.10000002384186E-4	-0.00137999999523163	0.00166999995708466	0.00137000000476837
8700.75	1.19999997317791E-4	-0.00158000004291534	0.00153999996185303	0.00129999995231628
8701	-5.99999986588955E-5	-0.00177999997138977	0.00132000005245209	0.00112000000476837
8701.25	-1.80000007152557E-4	-0.00192999994754791	0.00116999995708466	0.00102999997138977
8701.5	-2.30000004172325E-4	-0.00196000003814697	0.0011599999666214	0.00100999999046326
8701.75	-1.89999997615814E-4	-0.00186000001430511	0.00125	0.00103999996185303
8702	-1.00000001490116E-4	-0.00164999997615814	0.00133000004291534	0.00110000002384186
8702.25	9.00000035762787E-5	-0.00142999994754791	0.00132000005245209	0.00117999994754791
8702.5	3.30000013113022E-4	-0.0011599999666214	0.00126999998092651	0.00124000000953674
8702.75	6.00000023841858E-4	-8.70000004768372E-4	0.00113999998569489	0.00133000004291534
8703	8.60000014305115E-4	-5.40000021457672E-4	0.00108000004291534	0.00137000000476837
8703.25	0.00102999997138977	-1.89999997615814E-4	9.39999997615814E-4	0.0014099999666214
8703.5	0.00119000005722046	1.29999995231628E-4	7.5E-4	0.00130999994277954
8703.75	0.00122000002861023	4.69999998807907E-4	5.40000021457672E-4	0.00120000004768372
8704	0.00127999997138977	7.20000028610229E-4	4.90000009536743E-4	0.00100999999046326
8704.25	0.00128999996185303	9.20000016689301E-4	6.60000026226044E-4	0.00102999997138977
8704.5	0.00122000002861023	0.00103999996185303	9.30000007152557E-4	0.00105999994277954
8704.75	0.00113999998569489	0.00112999999523163	0.00121000003814697	0.00107000005245209
8705	9.80000019073486E-4	0.00105999994277954	0.00137999999523163	9.90000009536743E-4
8705.25	8.60000014305115E-4	9.49999988079071E-4	0.00148000001907349	8.79999995231628E-4
8705.5	7.30000019073486E-4	8.10000002384186E-4	0.00157000005245209	8.50000023841858E-4
8705.75	6.00000023841858E-4	6.49999976158142E-4	0.00172000002861023	9.30000007152557E-4
8706	4.6000000834465E-4	5.19999980926514E-4	0.00179999995231628	0.001
8706.25	2.09999993443489E-4	2.70000010728836E-4	0.00167999994754791	9.59999978542328E-4
8706.5	-5.99999986588955E-5	5.99999986588955E-5	0.00152999997138977	8.00000011920929E-4
8706.75	-3.89999985694885E-4	-2.80000001192093E-4	0.00141999995708466	6.89999997615814E-4
8707	-6.99999988079071E-4	-5.89999973773956E-4	0.00147000002861023	7.79999971389771E-4
8707.25	-0.00100999999046326	-8.39999973773956E-4	0.00154999995231628	8.99999976158142E-4
8707.5	-0.00128999996185303	-0.0010900000333786	0.00162000000476837	0.00108000004291534
8707.75	-0.0015	-0.00130999994277954	0.00161000001430511	0.00111000001430511
8708	-0.0016599999666214	-0.00163999998569489	0.00139999997615814	0.00119000005722046
8708.25	-0.00174000000953674	-0.00187999999523163	0.00119000005722046	0.00132000005245209
8708.5	-0.00176999998092651	-0.00215000009536743	0.00116999995708466	0.0015
8708.75	-0.00177999997138977	-0.00232999992370605	0.00128999996185303	0.00160000002384186
8709	-0.00172000002861023	-0.00230999994277954	0.00129999995231628	0.0015
8709.25	-0.00171000003814697	-0.00225999999046326	0.0011599999666214	0.00139999997615814
8709.5	-0.00162999999523163	-0.00205999994277954	9.49999988079071E-4	0.00121000003814697
8709.75	-0.00153999996185303	-0.00195000004768372	8.60000014305115E-4	0.00125999999046326
8710	-0.0015	-0.00173000001907349	9.30000007152557E-4	0.00126999998092651
8710.25	-0.00138999998569489	-0.0015	0.00116999995708466	0.00139999997615814
8710.5	-0.00136000001430511	-0.00136000001430511	0.00141999995708466	0.00136000001430511
8710.75	-0.00124000000953674	-0.00122000002861023	0.00164999997615814	0.00128999996185303
8711	-0.00119000005722046	-0.00122000002861023	0.00186000001430511	0.00135000002384186
8711.25	-0.0010900000333786	-0.00125	0.00202999997138977	0.00142999994754791
8711.5	-0.00101999998092651	-0.00135000002384186	0.0020699999332428	0.00152999997138977
8711.75	-0.00103999996185303	-0.00151999998092651	0.00199000000953674	0.00139999997615814
8712	-0.00102999997138977	-0.00167999994754791	0.00186000001430511	0.00128999996185303
8712.25	-0.00105999994277954	-0.00188999998569489	0.00171000003814697	0.00125
8712.5	-0.00103999996185303	-0.0020699999332428	0.00157000005245209	0.00132000005245209
8712.75	-0.00103999996185303	-0.0021800000667572	0.00144000005722046	0.00136000001430511
8713	-9.70000028610229E-4	-0.00230999994277954	0.00130999994277954	0.0013400000333786
8713.25	-8.89999985694885E-4	-0.00236999988555908	0.00117999994754791	0.00129999995231628
8713.5	-8.19999992847443E-4	-0.00246000003814697	0.00101999998092651	0.00130999994277954
8713.75	-7.40000009536743E-4	-0.00245000004768372	9.90000009536743E-4	0.00136000001430511
8714	-7.09999978542328E-4	-0.00244000005722046	9.70000028610229E-4	0.00144000005722046
8714.25	-6.70000016689301E-4	-0.00239000010490417	9.59999978542328E-4	0.00138999998569489
8714.5	-7.09999978542328E-4	-0.00233999991416931	8.00000011920929E-4	0.00128999996185303
8714.75	-7.40000009536743E-4	-0.00227999997138977	6.80000007152557E-4	0.00112000000476837
8715	-7.59999990463257E-4	-0.00217000007629395	5.79999983310699E-4	0.00110000002384186
8715.25	-8.29999983310699E-4	-0.00205999994277954	6.00000023841858E-4	0.00114999997615814
8715.5	-9.10000026226044E-4	-0.0019099999666214	6.29999995231628E-4	0.00119000005722046
8715.75	-0.00102999997138977	-0.00187000000476837	6.39999985694885E-4	0.00123000001907349
8716	-0.00113999998569489	-0.00179999995231628	6.10000014305115E-4	0.0011599999666214
8716.25	-0.00114999997615814	-0.00163999998569489	6.10000014305115E-4	0.00113999998569489
8716.5	-0.00112000000476837	-0.00145000004768372	6.70000016689301E-4	0.00114999997615814
8716.75	-9.80000019073486E-4	-0.00111000001430511	7.79999971389771E-4	0.00123000001907349
8717	-8.39999973773956E-4	-8.19999992847443E-4	7.5E-4	0.00122000002861023
8717.25	-6.70000016689301E-4	-4.39999997615814E-4	5.89999973773956E-4	0.00116999995708466
8717.5	-4.79999989271164E-4	-1.40000000596046E-4	4.39999997615814E-4	0.001
8717.75	-2.59999990463257E-4	1.80000007152557E-4	4.00000005960464E-4	0.001
8718	-5.00000007450581E-5	5.19999980926514E-4	4.69999998807907E-4	9.10000026226044E-4
8718.25	1.19999997317791E-4	7.40000009536743E-4	4.49999988079071E-4	9.59999978542328E-4
8718.5	2.59999990463257E-4	8.39999973773956E-4	3.60000014305115E-4	8.70000004768372E-4
8718.75	2.5E-4	7.5E-4	2.59999990463257E-4	8.50000023841858E-4
8719	1.70000001788139E-4	6.20000004768372E-4	1.59999996423721E-4	8.50000023841858E-4
8719.25	0	4.00000005960464E-4	7.99999982118607E-5	8.29999983310699E-4
8719.5	-2.30000004172325E-4	1.29999995231628E-4	-1.99999995529652E-5	7.79999971389771E-4
8719.75	-5.09999990463257E-4	-1.19999997317791E-4	-1.29999995231628E-4	5.50000011920929E-4
8720	-8.00000011920929E-4	-3.79999995231628E-4	-3.00000011920929E-4	3.89999985694885E-4
8720.25	-0.00100999999046326	-5.69999992847443E-4	-3.00000011920929E-4	1.70000001788139E-4
8720.5	-0.00112000000476837	-7.79999971389771E-4	-2.59999990463257E-4	1.50000005960464E-4
8720.75	-0.00125	-8.99999976158142E-4	-1.50000005960464E-4	1.09999999403954E-4
8721	-0.00129999995231628	-0.00103999996185303	-1.40000000596046E-4	1.50000005960464E-4
8721.25	-0.00137999999523163	-0.00123000001907349	-1.59999996423721E-4	1.19999997317791E-4
8721.5	-0.00139999997615814	-0.00139999997615814	-2.19999998807907E-4	7.00000002980232E-5
8721.75	-0.00145000004768372	-0.0015900000333786	-3.19999992847443E-4	1.00000001490116E-4
8722	-0.00149000000953674	-0.00173000001907349	-3.60000014305115E-4	7.00000002980232E-5
8722.25	-0.00158000004291534	-0.00186000001430511	-5.09999990463257E-4	5.00000007450581E-5
8722.5	-0.00173000001907349	-0.00192999994754791	-8.00000011920929E-4	-1.09999999403954E-4
8722.75	-0.00187999999523163	-0.00194000005722046	-0.00111000001430511	-2.70000010728836E-4
8723	-0.00202999997138977	-0.00197000002861023	-0.00125999999046326	-4.09999996423721E-4
8723.25	-0.00208999991416931	-0.00199000000953674	-0.00124000000953674	-4.30000007152557E-4
8723.5	-0.00217000007629395	-0.00201999998092651	-0.0010900000333786	-3.40000003576279E-4
8723.75	-0.00219000005722046	-0.00204999995231628	-9.39999997615814E-4	-2.09999993443489E-4
8724	-0.00223000001907349	-0.00208999991416931	-8.39999973773956E-4	-1.29999995231628E-4
8724.25	-0.00225999999046326	-0.00211999988555908	-8.60000014305115E-4	-1.00000001490116E-4
8724.5	-0.00224000000953674	-0.00210999989509583	-8.19999992847443E-4	-9.00000035762787E-5
8724.75	-0.00224000000953674	-0.00207999992370605	-7.30000019073486E-4	-5.99999986588955E-5
8725	-0.00221000003814697	-0.00199000000953674	-6.20000004768372E-4	-7.00000002980232E-5
8725.25	-0.00225999999046326	-0.0018400000333786	-6.10000014305115E-4	-1.59999996423721E-4
8725.5	-0.00223000001907349	-0.00167999994754791	-6.10000014305115E-4	-2.39999994635582E-4
8725.75	-0.00222000002861023	-0.0015	-5.40000021457672E-4	-2.70000010728836E-4
8726	-0.00216000008583069	-0.00137000000476837	-4.69999998807907E-4	-2.00000002980232E-4
8726.25	-0.00210999989509583	-0.0011599999666214	-3.60000014305115E-4	-1.70000001788139E-4
8726.5	-0.00203999996185303	-0.00107000005245209	-3.10000002384186E-4	-1.00000001490116E-4
8726.75	-0.00197000002861023	-9.80000019073486E-4	-2.39999994635582E-4	-1.59999996423721E-4
8727	-0.0019099999666214	-9.80000019073486E-4	-2.5E-4	-2.30000004172325E-4
8727.25	-0.00187999999523163	-9.80000019073486E-4	-1.80000007152557E-4	-3.79999995231628E-4
8727.5	-0.00180999994277954	-9.30000007152557E-4	-2.99999993294477E-5	-4.69999998807907E-4
8727.75	-0.00176999998092651	-9.49999988079071E-4	7.00000002980232E-5	-5.19999980926514E-4
8728	-0.00171000003814697	-8.89999985694885E-4	1.09999999403954E-4	-6.00000023841858E-4
8728.25	-0.00162999999523163	-8.99999976158142E-4	2.99999993294477E-5	-6.60000026226044E-4
8728.5	-0.00155999994277954	-8.79999995231628E-4	-3.99999991059303E-5	-7.5E-4
8728.75	-0.00147000002861023	-9.10000026226044E-4	-1.29999995231628E-4	-6.99999988079071E-4
8729	-0.00142999994754791	-9.70000028610229E-4	-1.19999997317791E-4	-6.89999997615814E-4
8729.25	-0.00130999994277954	-0.0010900000333786	-1.19999997317791E-4	-6.29999995231628E-4
8729.5	-0.00125999999046326	-0.00121000003814697	-1.59999996423721E-4	-6.60000026226044E-4
8729.75	-0.00119000005722046	-0.00129999995231628	-2.70000010728836E-4	-6.99999988079071E-4
8730	-0.00119000005722046	-0.00142999994754791	-3.49999994039536E-4	-6.89999997615814E-4
8730.25	-0.00121000003814697	-0.00155999994277954	-4.39999997615814E-4	-6.89999997615814E-4
8730.5	-0.00122000002861023	-0.00163999998569489	-5.69999992847443E-4	-7.79999971389771E-4
8730.75	-0.00124000000953674	-0.00166999995708466	-7.20000028610229E-4	-8.89999985694885E-4
8731	-0.00112000000476837	-0.00157000005245209	-8.00000011920929E-4	-0.00103999996185303
8731.25	-9.80000019073486E-4	-0.00138999998569489	-8.39999973773956E-4	-0.001
8731.5	-7.69999980926514E-4	-0.00110000002384186	-8.50000023841858E-4	-9.70000028610229E-4
8731.75	-5.40000021457672E-4	-7.59999990463257E-4	-8.19999992847443E-4	-8.99999976158142E-4
8732	-2.8999999165535E-4	-4.79999989271164E-4	-8.19999992847443E-4	-8.50000023841858E-4
8732.25	-2.99999993294477E-5	-1.00000001490116E-4	-8.19999992847443E-4	-9.10000026226044E-4
8732.5	2.09999993443489E-4	2.19999998807907E-4	-8.00000011920929E-4	-8.39999973773956E-4
8732.75	4.39999997615814E-4	6.00000023841858E-4	-6.29999995231628E-4	-8.39999973773956E-4
8733	6.29999995231628E-4	8.60000014305115E-4	-5E-4	-7.69999980926514E-4
8733.25	6.99999988079071E-4	0.00104999995231628	-4.6000000834465E-4	-8.79999995231628E-4
8733.5	7.09999978542328E-4	0.0011599999666214	-5.50000011920929E-4	-9.49999988079071E-4
8733.75	6.20000004768372E-4	0.00119000005722046	-6.29999995231628E-4	-9.90000009536743E-4
8734	5.60000002384186E-4	0.00114999997615814	-6.99999988079071E-4	-9.39999997615814E-4
8734.25	4.30000007152557E-4	0.0010900000333786	-7.90000021457672E-4	-8.89999985694885E-4
8734.5	3.60000014305115E-4	0.001	-9.80000019073486E-4	-8.39999973773956E-4
8734.75	3.00000011920929E-4	8.19999992847443E-4	-0.00117999994754791	-8.19999992847443E-4
8735	1.89999997615814E-4	5.50000011920929E-4	-0.00139999997615814	-8.60000014305115E-4
8735.25	1.29999995231628E-4	2.8999999165535E-4	-0.00153999996185303	-8.60000014305115E-4
8735.5	5.99999986588955E-5	-2.99999993294477E-5	-0.00163999998569489	-8.50000023841858E-4
8735.75	5.00000007450581E-5	-2.39999994635582E-4	-0.00175	-8.39999973773956E-4
8736	1.99999995529652E-5	-4.09999996423721E-4	-0.00187999999523163	-0.00104999995231628
8736.25	1.99999995529652E-5	-4.69999998807907E-4	-0.00208999991416931	-0.00122000002861023
8736.5	7.00000002980232E-5	-5E-4	-0.00223000001907349	-0.00141999995708466
8736.75	1.29999995231628E-4	-6.00000023841858E-4	-0.00239000010490417	-0.00144000005722046
8737	1.89999997615814E-4	-5.60000002384186E-4	-0.0024300000667572	-0.00147000002861023
8737.25	2.70000010728836E-4	-5.50000011920929E-4	-0.00250999999046326	-0.00141999995708466
8737.5	3.79999995231628E-4	-4.6000000834465E-4	-0.00252999997138977	-0.00144000005722046
8737.75	5.09999990463257E-4	-3.89999985694885E-4	-0.00258999991416931	-0.00145000004768372
8738	6.29999995231628E-4	-2.8999999165535E-4	-0.00251999998092651	-0.00137000000476837
8738.25	7.59999990463257E-4	-1.59999996423721E-4	-0.00242000007629395	-0.00126999998092651
8738.5	8.60000014305115E-4	-7.99999982118607E-5	-0.0023199999332428	-0.00110000002384186
8738.75	9.80000019073486E-4	7.00000002980232E-5	-0.00227999997138977	-0.0010900000333786
8739	0.00112999999523163	2.00000002980232E-4	-0.00225999999046326	-0.00107000005245209
8739.25	0.00128999996185303	4.09999996423721E-4	-0.00213000011444092	-0.0010900000333786
8739.5	0.00147000002861023	6.10000014305115E-4	-0.00200999999046326	-9.70000028610229E-4
8739.75	0.00152999997138977	8.70000004768372E-4	-0.0018400000333786	-9.30000007152557E-4
8740	0.00161000001430511	0.00105999994277954	-0.00175	-9.30000007152557E-4
8740.25	0.00160000002384186	0.0011599999666214	-0.00162000000476837	-0.001
8740.5	0.00161000001430511	0.00123000001907349	-0.00139999997615814	-9.80000019073486E-4
8740.75	0.00161000001430511	0.00127999997138977	-0.0010900000333786	-8.50000023841858E-4
8741	0.0015900000333786	0.00136000001430511	-7.79999971389771E-4	-7.20000028610229E-4
8741.25	0.00157000005245209	0.00146000003814697	-5.29999971389771E-4	-6.80000007152557E-4
8741.5	0.00144000005722046	0.00150999999046326	-4.09999996423721E-4	-7.20000028610229E-4
8741.75	0.00139999997615814	0.00158000004291534	-3.49999994039536E-4	-7.79999971389771E-4
8742	0.00128999996185303	0.00161000001430511	-2.19999998807907E-4	-8.10000002384186E-4
8742.25	0.00120000004768372	0.0016599999666214	-1.99999995529652E-5	-7.30000019073486E-4
8742.5	0.00104999995231628	0.00169000005722046	3.00000011920929E-4	-6.70000016689301E-4
8742.75	9.39999997615814E-4	0.00164999997615814	4.69999998807907E-4	-5.79999983310699E-4
8743	8.79999995231628E-4	0.0016599999666214	5.69999992847443E-4	-6.49999976158142E-4
8743.25	8.39999973773956E-4	0.00160000002384186	5.50000011920929E-4	-6.80000007152557E-4
8743.5	8.50000023841858E-4	0.00158000004291534	6.49999976158142E-4	-6.99999988079071E-4
8743.75	8.70000004768372E-4	0.00155999994277954	7.69999980926514E-4	-6.29999995231628E-4
8744	9.10000026226044E-4	0.00160000002384186	8.19999992847443E-4	-6.80000007152557E-4
8744.25	9.30000007152557E-4	0.00176999998092651	7.79999971389771E-4	-8.29999983310699E-4
8744.5	9.80000019073486E-4	0.00198000001907349	6.60000026226044E-4	-0.00105999994277954
8744.75	0.0010900000333786	0.00228999996185303	5.50000011920929E-4	-0.00125999999046326
8745	0.00121000003814697	0.00264000010490417	4.39999997615814E-4	-0.00128999996185303
8745.25	0.00133000004291534	0.00301999998092651	4.30000007152557E-4	-0.00125
8745.5	0.00147000002861023	0.00330999994277954	4.19999986886978E-4	-0.00113999998569489
8745.75	0.00152999997138977	0.00350999999046326	4.69999998807907E-4	-0.00112999999523163
8746	0.00160000002384186	0.00366000008583069	5.50000011920929E-4	-0.00110000002384186
8746.25	0.00160000002384186	0.00367000007629395	7.59999990463257E-4	-0.00105999994277954
8746.5	0.00163999998569489	0.0036800000667572	9.49999988079071E-4	-9.70000028610229E-4
8746.75	0.00162999999523163	0.00358999991416931	0.00105999994277954	-9.90000009536743E-4
8747	0.0015900000333786	0.00344000005722046	0.00103999996185303	-0.00102999997138977
8747.25	0.00157000005245209	0.00322000002861023	0.00103999996185303	-0.0010900000333786
8747.5	0.00150999999046326	0.00290000009536743	0.00102999997138977	-0.00108000004291534
8747.75	0.00146000003814697	0.00267000007629395	0.00112999999523163	-9.90000009536743E-4
8748	0.00136000001430511	0.00236999988555908	0.00119000005722046	-9.39999997615814E-4
8748.25	0.00133000004291534	0.00213000011444092	0.00120000004768372	-8.10000002384186E-4
8748.5	0.00123000001907349	0.00180999994277954	0.00114999997615814	-8.60000014305115E-4
8748.75	0.00114999997615814	0.00152999997138977	0.00111000001430511	-7.40000009536743E-4
8749	0.00104999995231628	0.00116999995708466	0.00119000005722046	-6.99999988079071E-4
8749.25	9.49999988079071E-4	8.60000014305115E-4	0.00117999994754791	-4.90000009536743E-4
8749.5	8.79999995231628E-4	6.20000004768372E-4	0.00116999995708466	-4.79999989271164E-4
8749.75	8.19999992847443E-4	4.30000007152557E-4	0.00100999999046326	-3.70000004768372E-4
